date;price;market_cap;total_volume
08/04/2020;7,196,782,202,442,050;13,178,216,446,585,300;4,338,607,429,071,460
09/04/2020;7,342,291,601,148,020;1,345,187,206,400,230;38,922,547,592,862,100
10/04/2020;7,294,488,875,121,550;13,359,865,128,171,700;34,921,486,435,060,400
11/04/2020;6,864,694,257,006,490;12,574,085,869,927,500;378,280,110,109,016
12/04/2020;6,878,781,212,589,850;12,598,054,374,236,400;3,028,005,418,028,830
13/04/2020;6,913,158,787,469,090;12,665,546,365,831,200;3,454,439,236,604,940
14/04/2020;6,857,538,537,511,480;12,565,110,379,021,200;3,806,236,829,108,150
15/04/2020;686,017,853,570,111;12,571,388,301,564,500;3,383,736,557,744,970
16/04/2020;6,629,431,738,031,290;12,149,949,810,980,800;29,692,916,171,011,800
17/04/2020;705,992,622,475,854;12,940,288,447,795,800;45,752,002,264,274,300
18/04/2020;7,035,261,503,989,220;12,896,170,423,738,800;31,701,906,839,621,400
19/04/2020;72,425,109,294,929,800;13,277,532,330,543,500;300,352,354,683,311
20/04/2020;7,127,511,949,689,150;13,068,070,068,631,000;29,714,765,522,325,300
21/04/2020;6,856,456,278,354,700;12,572,461,042,789,900;35,276,609,104,457,100
22/04/2020;6,842,038,597,634,600;1,254,731,490,291,150;3,009,330,360,139,070
23/04/2020;7,109,995,291,181,770;13,039,864,320,939,300;308,195,479,153,444
24/04/2020;7,382,793,144,116,680;13,541,482,270,973,100;4,103,285,892,523,590
25/04/2020;7,495,393,587,498,600;1,374,937,160,654,000;33,233,126,912,999,800
26/04/2020;7,538,557,687,279,840;13,829,813,512,285,800;31,610,167,152,118,200
27/04/2020;7,683,867,415,083,340;14,097,726,014,133,100;33,760,863,612,125,000
28/04/2020;7,774,281,554,448,040;1,426,498,024,628,290;3,520,552,535,189,530
29/04/2020;7,758,230,255,185,940;1,423,702,127,771,420;32,855,687,796,969,000
30/04/2020;8,744,430,287,016,560;16,048,357,344,017,700;6,039,959,206,554,050
01/05/2020;861,063,580,374,089;1,580,426,232,643,910;6,583,831,216,009,060
02/05/2020;8,824,818,413,551,960;16,198,935,517,882,200;4,477,396,719,755,200
03/05/2020;8,966,307,014,689,280;16,460,312,345,599,900;3,917,785,572,033,240
04/05/2020;8,888,671,912,686,860;16,303,684,234,668,600;4,561,701,915,737,320
05/05/2020;8,884,407,813,577,050;16,234,141,243,988,100;4,469,821,371,339,120
06/05/2020;9,003,240,557,621,580;16,533,561,763,904,900;4,343,623,429,197,100
07/05/2020;914,468,703,972,007;1,679,508,649,371,460;48,538,811,466,802,700
08/05/2020;9,959,166,416,261,760;18,292,784,743,144,900;6,171,231,396,469,180
09/05/2020;982,181,131,529,702;1,804,217,629,563,480;5,095,564,631,340,570
10/05/2020;9,566,777,187,205,960;17,575,257,435,463,500;4,670,654,118,009,860
11/05/2020;8,752,617,087,745,830;1,608,146,783,537,070;6,170,447,518,453,310
12/05/2020;860,475,159,101,983;15,811,354,096,446,600;57,996,080,837,490,000
13/05/2020;8,788,466,749,414,650;161,474,125,336,405;3,951,545,575,572,520
14/05/2020;928,308,601,265,873;17,059,335,005,582,400;4,423,995,191,652,310
15/05/2020;9,796,494,527,024,520;1,793,980,958,713,390;5,207,658,531,072,390
16/05/2020;930,929,535,940,684;17,098,386,389,147,400;4,486,684,651,637,970
17/05/2020;937,529,710,843,331;17,230,940,120,674,400;34,146,492,788,290,500
18/05/2020;966,632,719,340,344;1,772,242,843,691,310;35,650,032,953,969,900
19/05/2020;9,708,439,858,793,100;17,844,615,357,646,400;3,892,289,680,995,440
20/05/2020;9,760,198,937,162,190;17,912,781,580,266,200;3,707,753,811,472,080
21/05/2020;952,650,759,300,584;1,752,272,272,529,050;3,482,917,007,482,490
22/05/2020;9,059,962,506,871,720;1,665,693,352,908,390;3,596,501,669,372,400
23/05/2020;9,131,767,275,081,990;1,683,098,129,925,130;2,770,094,311,983,710
24/05/2020;9,170,361,063,506,120;16,861,457,311,075,700;26,159,735,072,083,800
25/05/2020;8,731,848,525,870,650;16,140,763,887,536,500;29,437,505,507,203,700
26/05/2020;8,883,691,769,863,410;16,333,374,398,858,300;29,130,957,734,103,800
27/05/2020;8,839,130,663,273,240;16,254,722,689,653,700;2,686,082,830,261,540
28/05/2020;9,174,118,563,996,420;16,861,577,850,982,200;28,916,177,009,890,600
29/05/2020;954,604,563,503,715;17,553,441,497,132,300;3,177,110,032,633,330
30/05/2020;9,427,120,373,393,410;1,733,550,148,784,790;28,880,265,574,932,600
31/05/2020;966,270,587,254,818;17,797,861,638,268,900;30,231,487,421,644,200
01/06/2020;9,466,961,781,429,510;17,410,571,075,204,700;27,396,663,221,152,300
02/06/2020;1,016,793,069,332,850;18,693,270,206,596,800;33,702,539,853,509,100
03/06/2020;9,515,243,858,655,710;17,546,316,697,151,900;368,411,507,786,441
04/06/2020;9,645,227,869,360,300;17,741,648,047,283,000;2,522,202,515,895,500
05/06/2020;977,620,299,178,848;17,983,098,595,485,400;24,903,069,188,397,100
06/06/2020;9,636,965,527,050,050;17,737,393,737,729,600;2,344,798,200,219,480
07/06/2020;9,662,858,709,002,240;17,790,173,234,993,200;1,937,435,719,506,030
08/06/2020;9,738,603,356,828,590;17,916,771,794,446,100;23,856,639,264,762,400
09/06/2020;977,302,951,309,516;17,981,091,105,320,000;2,115,497,128,509,140
10/06/2020;976,700,531,665,552;1,797,098,407,537,970;22,844,271,951,206,200
11/06/2020;9,874,898,681,832,230;18,170,516,667,357,400;24,398,738,299,650,700
12/06/2020;9,325,996,856,202,630;17,161,570,716,027,400;3,122,515,544,461,970
13/06/2020;9,469,533,297,509,900;17,426,657,129,567,900;23,601,462,338,138,700
14/06/2020;9,469,473,456,163,690;17,427,500,580,305,400;19,693,461,096,502,800
15/06/2020;9,345,960,907,722,060;17,211,637,267,933,900;18,836,155,988,901,700
16/06/2020;9,431,719,262,201,740;17,359,821,578,388,200;29,160,908,896,896,800
17/06/2020;952,492,661,691,022;17,507,530,421,830,100;26,391,020,757,045,500
18/06/2020;9,463,361,414,311,780;1,742,311,897,571,900;23,643,218,251,137,400
19/06/2020;9,399,767,217,129,210;17,303,443,984,562,100;20,601,074,385,503,200
20/06/2020;9,312,780,104,497,780;1,711,016,460,240,120;2,373,852,550,171,870
21/06/2020;9,360,247,968,201,680;1,723,232,134,423,650;19,774,464,252,766,600
22/06/2020;9,298,360,829,121,410;1,711,924,094,741,400;18,986,237,382,053,700
23/06/2020;9,678,683,208,975,830;17,812,865,247,962,200;24,768,621,256,838,900
24/06/2020;9,624,684,291,831,390;17,718,704,122,659,800;17,756,804,210,055,300
25/06/2020;9,288,061,774,486,930;1,710,282,797,015,030;2,318,376,029,175,440
26/06/2020;9,258,667,161,007,700;17,049,528,189,245,900;2,349,917,598,421,670
27/06/2020;9,166,486,360,416,230;16,880,714,370,319,400;22,429,204,010,635,500
28/06/2020;901,390,556,467,614;16,600,497,942,979,700;2,151,562,688,109,770
29/06/2020;9,139,903,276,297,820;1,683,340,497,724,720;1,966,593,521,670,140
30/06/2020;9,185,166,540,651,140;16,917,589,689,416,400;1,975,445,958,274,710
01/07/2020;9,149,721,996,758,010;16,855,871,559,507,800;1,974,143,578,048,580
02/07/2020;9,230,672,998,590,800;17,003,199,660,276,700;20,005,031,554,019,000
03/07/2020;9,094,318,072,166,900;16,760,499,410,534,800;19,379,463,385,296,600
04/07/2020;90,713,850,427,828;16,711,628,467,121,900;1,742,049,582,939,430
05/07/2020;9,132,908,369,533,490;16,825,882,220,729,500;16,643,732,672,692,100
06/07/2020;9,087,407,312,582,160;16,742,973,649,290,400;17,324,463,886,377,900
07/07/2020;9,342,376,492,626,670;1,721,362,577,523,710;21,987,059,041,689,200
08/07/2020;9,253,630,980,242,330;1,705,104,118,720,130;1,894,574,776,931,740
09/07/2020;9,432,172,515,827,930;17,380,929,338,963,800;2,070,859,242,603,480
10/07/2020;9,235,716,302,064,240;1,701,986,061,436,280;19,480,413,474,236,100
11/07/2020;9,282,913,638,839,900;17,110,476,764,188,300;182,244,234,677,428
12/07/2020;9,234,314,674,712,620;17,019,106,970,326,500;16,167,064,476,282,800
13/07/2020;9,297,479,635,872,660;17,136,410,645,632,000;17,173,962,879,687,600
14/07/2020;924,076,251,972,468;17,037,072,781,923,800;18,245,667,827,005,300
15/07/2020;9,247,060,695,963,810;17,045,153,216,173,500;19,147,263,017,229,500
16/07/2020;9,203,371,435,179,690;1,697,588,487,979,730;1,656,594,899,490,620
17/07/2020;9,136,483,376,363,970;1,684,967,829,608,980;18,760,484,380,276,300
18/07/2020;9,156,276,583,115,480;16,876,044,413,705,000;16,500,659,021,756,300
19/07/2020;9,168,402,736,564,130;16,903,158,840,336,600;15,638,459,042,903,300
20/07/2020;9,202,615,839,500,100;1,696,926,251,418,040;16,085,385,661,984,400
21/07/2020;9,163,159,654,576,910;16,893,698,692,146,800;1,708,039,320,534,600
22/07/2020;9,384,379,751,903,260;1,730,367,576,756,720;2,004,807,573,125,110
23/07/2020;9,514,304,987,626,960;1,753,700,171,966,750;19,702,428,931,328,500
24/07/2020;958,981,771,944,117;17,682,159,977,356,700;26,966,148,756,408,100
25/07/2020;953,593,879,573,746;17,586,570,541,772,900;3,581,092,608,494,320
26/07/2020;9,691,825,138,917,140;17,874,087,453,949,500;367,260,678,283,661
27/07/2020;9,925,751,397,476,340;18,306,485,146,800,000;1,971,321,108,456,170
28/07/2020;10,962,258,481,207,300;20,219,179,799,140,700;34,694,788,843,590,000
29/07/2020;10,904,916,526,918,900;20,114,418,419,106,500;27,637,575,180,450,900
30/07/2020;11,093,612,240,442,400;2,049,697,850,906,760;23,642,111,784,048,400
31/07/2020;11,116,307,163,685,200;20,520,077,531,821,700;22,265,381,996,186,600
01/08/2020;113,255,515,272,739;2,089,337,745,751,480;22,329,797,905,441,600
02/08/2020;11,812,094,307,268,500;21,774,142,530,862,800;26,198,946,496,277,800
03/08/2020;11,066,306,240,590,200;204,126,077,224,646;27,584,591,853,069,700
04/08/2020;11,230,907,762,749,200;20,721,852,540,174,500;20,583,344,056,841,500
05/08/2020;11,181,917,508,034,800;20,658,350,222,755,600;20,527,193,170,963,600
06/08/2020;1,171,926,352,395,150;21,624,926,484,370,200;2,235,987,018,520,910
07/08/2020;11,768,127,742,240,000;21,712,846,789,010,800;21,793,317,050,968,600
08/08/2020;11,571,487,980,683,100;21,357,906,688,925,000;21,624,736,673,079,800
09/08/2020;11,739,131,006,414,400;21,652,634,649,408,000;17,286,825,185,217,500
10/08/2020;11,682,851,469,154,900;21,562,162,742,759,000;17,051,550,190,814,600
11/08/2020;11,862,938,012,702,500;21,892,027,622,941,200;24,145,919,191,344,100
12/08/2020;11,398,671,060,896,600;21,082,557,705,542,200;2,444,869,983,126,470
13/08/2020;11,579,867,951,602,100;21,377,087,759,790,400;2,280,377,623,497,770
14/08/2020;11,817,164,038,803,300;21,718,502,050,478,000;24,755,770,184,138,500
15/08/2020;11,777,391,322,489,900;2,169,169,526,703,020;21,650,925,951,996,800
16/08/2020;11,864,905,810,156,400;2,190,497,368,233,330;21,285,690,552,515,500
17/08/2020;11,901,776,488,302,400;21,975,073,562,269,500;1,920,971,161,440,850
18/08/2020;12,272,465,808,160,400;2,265,361,035,018,630;25,481,896,190,555,700
19/08/2020;11,949,610,970,628,100;22,098,013,533,221,300;24,825,715,158,705,400
20/08/2020;11,733,278,970,862,000;2,166,602,761,725,050;23,384,200,655,888,900
21/08/2020;1,186,183,657,727,960;21,904,496,822,088,700;20,353,349,054,591,400
22/08/2020;11,515,124,298,729,200;2,128,966,695,457,490;23,406,354,443,011,100
23/08/2020;11,676,385,305,081,200;21,564,159,723,998,100;1,957,278,395,357,890
24/08/2020;11,647,928,120,934,300;2,153,473,567,654,610;18,467,219,109,184,100
25/08/2020;11,758,828,120,368,800;21,741,067,853,035,800;20,061,559,392,103,200
26/08/2020;11,350,753,473,213;R$ 209.658.632.328,37;23,423,332,918,936,900
27/08/2020;11,465,002,564,032,000;21,177,894,773,722,300;20,869,928,785,800,800
28/08/2020;11,300,398,363,810,900;20,874,759,191,015,500;21,595,917,446,043,900
29/08/2020;11,519,118,388,160,700;21,279,972,368,494,600;1,927,125,387,082,990
30/08/2020;11,481,481,823,317,000;2,121,148,426,115,420;18,415,439,613,538,900
31/08/2020;11,701,004,008,657,800;21,617,962,956,718,000;19,909,556,666,601,400
01/09/2020;11,672,324,104,943,600;21,592,159,855,133,000;210,772,766,178,664
02/09/2020;11,895,225,345,345,600;22,131,569,077,734,500;2,523,260,306,153,490
03/09/2020;11,418,254,756,916,100;21,074,609,156,971,300;26,038,738,388,798,800
04/09/2020;10,197,459,822,768,900;18,843,809,525,546,000;4,941,112,624,051,850
05/09/2020;10,484,470,392,265,500;19,404,044,757,593,100;2,762,348,707,706,880
06/09/2020;10,177,789,718,049,900;1,880,920,983,083,520;5,643,004,219,869,170
07/09/2020;102,600,177,277,544;18,962,141,025,703,500;28,801,019,507,333,400
08/09/2020;10,359,445,216,989,900;19,150,190,475,868,600;2,656,014,696,223,270
09/09/2020;10,125,014,956,069,600;1,868,253,912,487,260;4,778,069,920,909,230
10/09/2020;10,230,154,699,360,700;18,875,793,808,384,200;21,357,083,446,312,500
11/09/2020;10,342,159,391,205,600;1,911,805,665,870,580;7,754,578,853,061,430
12/09/2020;10,378,223,044,584,500;1,921,115,627,499,330;20,796,810,115,947,900
13/09/2020;1,043,938,467,226,400;1,929,979,884,164,800;19,955,498,078,251,000
14/09/2020;10,328,866,065,987,300;1,909,227,199,382,300;21,057,424,433,480,100
15/09/2020;10,661,096,235,144,400;1,970,100,214,302,400;23,526,143,436,490,300
16/09/2020;1,078,758,020,807,620;19,904,433,812,762,600;23,802,088,944,396,800
17/09/2020;10,952,249,969,107,000;2,025,240,012,504,920;24,459,086,808,776,900
18/09/2020;10,937,996,396,960,900;20,235,847,946,418,500;23,547,167,125,342,400
19/09/2020;10,927,150,310,293,200;20,209,126,490,496,900;20,681,771,888,399,200
20/09/2020;1,108,399,836,119,820;2,049,943,156,029,860;1,833,427,406,030,010
21/09/2020;1,092,332,666,818,130;20,203,251,947,126,800;20,161,733,906,963,200
22/09/2020;10,439,522,488,792,400;19,367,779,506,408,500;23,757,059,692,357,000
23/09/2020;1,052,758,784,673,940;19,473,108,741,528,900;19,866,578,108,977,900
24/09/2020;10,223,784,106,392,700;18,912,058,077,846,300;19,981,974,722,351,200
25/09/2020;10,726,530,083,321,900;19,851,402,630,017,900;2,134,844,755,409,240
26/09/2020;10,681,993,848,113,700;19,761,695,028,206,600;19,119,761,059,475,500
27/09/2020;1,074,319,287,975,930;19,868,708,345,204,300;16,886,146,730,050,000
28/09/2020;10,765,300,521,660,800;19,923,621,625,143,500;17,639,951,627,948,700
29/09/2020;1,067,202,854,425,890;19,772,021,277,089,400;19,869,963,340,485,400
30/09/2020;10,837,516,586,513,000;20,053,299,604,758,500;18,308,943,800,639,000
01/10/2020;10,770,881,347,466,400;19,931,044,168,883,500;185,586,076,626,852
02/10/2020;10,627,976,063,963,100;1,966,170,817,905,180;2,088,975,249,995,890
03/10/2020;10,572,674,843,011,100;19,566,003,517,973,200;21,258,724,984,475,800
04/10/2020;1,054,665,625,537,980;19,518,828,565,034,600;16,039,831,144,937,400
05/10/2020;10,670,700,811,335,200;1,974,946,644,537,930;1,602,916,048,755,920
06/10/2020;1,078,494,940,309,410;1,995,301,298,910,880;17,853,484,006,269,300
07/10/2020;1,060,595,779,130,620;19,631,428,479,701,300;19,419,734,685,095,800
08/10/2020;10,668,011,010,796,800;197,575,523,784,584;172,224,725,996,063
09/10/2020;10,888,666,546,835,800;20,151,893,227,367,800;19,767,968,267,462,900
10/10/2020;110,632,523,862,591;20,480,920,539,217,900;19,254,933,802,105,700
11/10/2020;11,286,541,942,043,900;2,092,686,909,525,850;1,949,663,124,627,070
12/10/2020;11,377,814,876,756,800;2,107,993,527,971,380;16,270,141,989,732,600
13/10/2020;11,543,183,760,771,400;21,372,622,596,320,500;2,095,773,331,386,490
14/10/2020;11,426,105,544,220,400;21,157,616,335,766,500;19,556,025,069,397,400
15/10/2020;1,143,557,243,757,970;2,117,562,800,011,400;20,441,486,195,023,600
16/10/2020;11,495,584,995,733,800;212,878,404,236,874;20,511,481,706,663,500
17/10/2020;11,319,097,785,677,600;20,999,320,575,102,300;20,436,703,034,239,100
18/10/2020;11,365,814,131,026,100;21,042,152,330,669,000;15,650,920,221,099,800
19/10/2020;11,495,899,975,689,800;21,275,232,697,649,200;15,569,792,414,423,200
20/10/2020;11,752,146,863,919,700;21,739,105,081,265,800;1,812,146,851,627,190
21/10/2020;11,908,708,923,246,400;22,040,488,431,897,800;2,143,199,405,582,880
22/10/2020;12,806,435,726,727,400;23,671,731,852,615,600;29,314,287,990,069
23/10/2020;12,951,044,060,038,100;24,025,767,815,383,500;25,070,864,646,764,900
24/10/2020;12,928,072,296,348,400;23,959,054,352,372,200;21,379,873,277,585,600
25/10/2020;1,310,604,601,925,950;24,278,515,128,807,900;19,302,801,174,758,500
26/10/2020;13,021,410,842,124,100;24,132,661,819,873,000;18,998,745,579,318
27/10/2020;1,306,079,221,208,400;24,214,117,808,960,700;21,507,619,985,694,300
28/10/2020;13,655,185,415,883,000;25,300,488,669,736,000;23,918,511,528,069,100
29/10/2020;13,282,999,348,292,400;24,566,187,219,444,200;26,825,856,788,112,800
30/10/2020;13,441,878,496,031,600;2,495,454,555,963,290;22,860,841,953,831,500
31/10/2020;13,537,174,271,524,800;25,084,543,663,792,000;23,482,756,915,113,600
01/11/2020;13,778,637,638,352,900;2,553,292,610,206,160;22,691,200,479,405,400
02/11/2020;13,720,361,465,146,200;25,426,025,052,750,400;19,771,957,707,937,100
03/11/2020;13,558,361,795,524,100;25,126,617,755,848,000;2,263,085,123,049,470
04/11/2020;13,989,976,358,180,400;25,927,718,316,455,000;2,260,286,233,846,400
05/11/2020;14,101,716,050,813,700;26,110,355,761,074,800;2,585,722,513,846,520
06/11/2020;15,553,331,701,081,400;28,811,800,757,742,600;36,313,255,719,023,200
07/11/2020;15,548,312,145,063,100;28,856,318,916,538,800;3,452,358,770,457,100
08/11/2020;1,481,845,891,122,140;274,687,727,889,983;3,036,985,579,473,280
09/11/2020;15,496,316,149,147,400;2,871,164,727,043,930;24,082,570,971,891,400
10/11/2020;15,335,342,198,178,800;2,842,922,170,757,680;2,950,175,404,278,250
11/11/2020;1,527,870,965,979,920;2,832,423,422,385,130;2,191,875,373,266,580
12/11/2020;15,686,905,986,213,200;2,912,152,732,421,880;23,990,613,793,268,200
13/11/2020;16,265,149,252,483,300;3,015,293,224,174,610;28,001,128,791,211,300
14/11/2020;1,632,681,487,507,900;R$ 302.672.502.422,09;2,482,630,441,955,830
15/11/2020;16,095,561,510,630,600;29,829,064,783,124,400;22,096,608,221,167,000
16/11/2020;15,984,673,784,156,600;29,627,700,876,518,900;19,184,714,602,510,400
17/11/2020;1,671,440,386,322,180;3,098,577,697,170,280;24,606,359,052,384,500
18/11/2020;1,765,182,042,768,170;32,744,883,876,529,700;3,157,238,444,572,330
19/11/2020;17,829,934,958,345,100;33,079,237,507,203,000;4,008,985,765,531,070
20/11/2020;1,781,975,743,096,830;3,305,260,820,185,280;30,586,797,551,711,700
21/11/2020;18,628,813,489,036,100;34,555,225,109,115,900;28,731,271,104,013,700
22/11/2020;18,689,528,655,825,800;3,466,239,373,521,660;31,201,880,851,778,300
23/11/2020;1,839,061,184,379,200;3,420,783,492,850,960;3,301,023,129,395,870
24/11/2020;18,360,693,300,385,800;34,063,514,671,439,800;333,896,838,514,282
25/11/2020;19,091,524,181,728,700;3,542,099,355,738,030;494,295,325,673,455
26/11/2020;18,753,288,921,684,900;3,481,580,992,471,630;32,146,102,840,277,400
27/11/2020;17,138,029,512,395,200;31,799,901,679,145,100;48,738,957,776,520,200
28/11/2020;1,714,027,555,252,360;31,805,730,137,037,800;30,680,336,583,342,700
29/11/2020;17,718,972,832,629,400;32,881,252,040,574,200;24,501,260,966,046,200
30/11/2020;1,816,995,420,978,280;3,364,951,922,230,130;2,394,032,852,871,230
01/12/2020;1,960,952,143,957,550;3,639,277,157,786,870;36,160,827,241,441,700
02/12/2020;18,857,417,371,118,100;34,958,759,322,714,100;3,861,462,814,357,320
03/12/2020;19,208,398,191,994,600;35,651,770,514,329,400;2,892,310,207,482,650
04/12/2020;1,943,520,484,740,910;3,606,615,500,572,970;24,342,606,870,708,900
05/12/2020;18,711,226,549,886,900;3,478,504,428,566,350;26,369,871,383,262,000
06/12/2020;19,139,111,575,237,400;3,552,449,087,346,480;2,333,328,438,626,550
07/12/2020;1,932,555,411,859,100;3,587,621,183,051,140;21,832,193,872,698,500
08/12/2020;19,198,806,493,935,300;35,658,793,422,610,100;2,203,448,338,394,940
09/12/2020;18,336,514,581,297,800;34,043,514,294,790,800;2,679,999,179,555,790
10/12/2020;18,564,986,455,688,100;3,446,930,774,299,690;29,806,757,748,847,900
11/12/2020;18,262,058,384,653,100;3,397,145,401,943,470;2,409,265,853,360,420
12/12/2020;18,058,027,339,569,500;3,353,108,056,992,890;26,080,197,328,252,300
13/12/2020;1,880,709,540,322,010;34,923,553,702,578,600;21,918,803,313,730,800
14/12/2020;1,915,113,442,340,490;35,564,279,036,131,700;23,550,581,096,074,500
15/12/2020;1,925,997,047,153,090;35,768,111,030,036,400;2,163,802,311,981,530
16/12/2020;19,432,362,456,862,400;360,542,942,204,959;24,173,322,660,107,200
17/12/2020;2,131,766,213,678,680;39,617,973,665,563,900;3,906,263,973,804,840
18/12/2020;2,280,565,580,598,890;4,235,876,898,092,760;6,069,376,415,856,210
19/12/2020;2,312,057,055,156,750;4,294,595,345,904,150;37,000,188,847,409,600
20/12/2020;2,386,385,484,171,960;4,432,894,311,254,610;3,525,297,289,969,340
21/12/2020;2,351,831,842,054,720;4,368,931,691,327,110;32,907,758,817,840,900
22/12/2020;22,840,991,707,188,300;4,243,299,395,817,770;38,423,396,405,393,100
23/12/2020;2,379,479,330,262,850;44,175,255,101,319,100;38,733,771,616,273,800
24/12/2020;2,330,812,723,217,710;43,305,160,180,069,200;429,177,442,398,244
25/12/2020;23,760,287,048,542,900;44,161,450,295,416,300;3,682,637,365,897,130
26/12/2020;24,671,107,714,415,400;45,841,631,955,232,400;3,662,287,422,982,890
27/12/2020;26,476,130,137,019,400;49,197,860,296,993,100;4,199,515,462,274,040
28/12/2020;2,642,322,879,190,220;49,342,745,034,126,000;5,665,498,059,593,090
29/12/2020;27,125,384,120,651,500;5,037,122,231,536,670;421,865,212,374,668
30/12/2020;27,424,538,954,606,600;5,096,802,571,770,480;3,808,184,020,560,210
31/12/2020;2,883,728,852,895,890;53,596,730,691,784,100;43,341,140,482,282,100
01/01/2021;2,902,241,839,530,410;5,394,380,364,356,700;43,503,516,563,294,800
02/01/2021;2,935,212,679,194,890;5,455,932,822,152,490;34,089,717,988,090,400
03/01/2021;32,163,824,935,335,200;5,978,877,130,535,820;5,727,343,664,122,300
04/01/2021;33,008,226,203,489,200;6,136,169,176,256,960;17,889,406,836,135,300
05/01/2021;31,515,575,966,658,300;5,857,262,702,487,890;7,465,716,535,622,710
06/01/2021;3,408,220,604,904,420;6,336,516,715,193,950;67,420,500,715,520,200
07/01/2021;36,933,520,137,309,100;6,827,436,835,630,740;7,102,719,589,795,120
08/01/2021;3,954,708,408,135,560;7,353,397,073,683,330;786,429,598,294,919
09/01/2021;4,081,596,185,478,250;7,589,710,147,873,590;8,284,646,885,635,200
10/01/2021;402,965,290,038,294;7,493,472,014,626,350;5,592,180,867,154,420
11/01/2021;38,397,895,985,418,100;7,140,789,520,090,240;7,338,112,361,269,320
12/01/2021;3,566,990,668,663,340;6,633,808,988,290,050;11,169,156,952,010,500
13/01/2021;3,393,833,587,810,080;6,297,516,304,084,120;689,541,345,573,671
14/01/2021;3,745,600,772,548,640;6,966,686,340,913,430;6,527,894,479,397,600
15/01/2021;3,923,274,997,140,340;7,297,514,336,700,880;5,751,944,462,168,660
16/01/2021;3,678,752,121,668,490;6,843,049,152,882,260;6,345,074,009,303,330
17/01/2021;36,254,713,079,410,800;R$ 674.660.879.866,02;5,505,432,526,244,010
18/01/2021;35,804,263,885,674,600;6,722,919,344,934,390;5,074,925,873,919,440
19/01/2021;365,954,647,692,826;682,647,247,200,097;4,676,903,014,676,760
20/01/2021;3,610,486,385,775,510;6,717,348,191,891,030;51,736,994,549,005,900
21/01/2021;35,587,489,202,735,500;662,434,464,441,264;5,840,661,561,206,850
22/01/2021;30,913,695,736,053,800;5,752,055,102,681,290;6,941,531,429,766,620
23/01/2021;32,957,908,782,655,900;6,132,710,770,024,790;6,954,974,225,237,030
24/01/2021;3,206,808,737,440,810;5,967,443,913,453,530;4,357,540,968,464,110
25/01/2021;3,227,351,735,032,920;6,005,954,088,921,980;4,281,054,412,617,810
26/01/2021;32,375,320,062,981,400;6,025,178,507,520,300;50,410,553,261,414,400
27/01/2021;3,258,210,944,502,120;6,065,735,498,098,260;4,848,967,658,041,070
28/01/2021;3,044,552,586,511,350;5,666,614,437,324,070;5,151,429,105,243,230
29/01/2021;3,312,834,752,861,140;6,166,253,864,282,390;51,075,972,572,459,500
30/01/2021;3,415,081,876,737,220;635,688,668,063,594;9,746,851,552,542,240
31/01/2021;3,419,951,981,036,300;6,366,246,768,612,640;5,200,124,949,110,800
01/02/2021;3,306,478,676,701,500;6,150,138,488,273,500;4,248,864,964,323,180
02/02/2021;3,340,599,035,714,320;6,219,082,316,901,370;4,926,886,024,266,620
03/02/2021;3,548,598,593,382,440;6,606,641,046,374,850;5,073,070,437,660,910
04/02/2021;3,749,471,762,460,420;6,957,948,707,155,250;49,762,137,494,206,600
05/02/2021;3,681,650,808,203,400;6,864,538,021,733,830;5,449,481,170,723,040
06/02/2021;3,800,783,222,908,390;7,063,201,629,286,610;4,744,625,648,171,450
07/02/2021;3,927,941,286,897,880;7,324,531,926,367,230;5,707,686,856,248,760
08/02/2021;3,883,334,026,455,530;7,234,347,966,377,430;538,025,590,388,092
09/02/2021;4,630,757,412,159,390;8,624,137,374,109,170;869,942,253,652,278
10/02/2021;4,656,956,483;8,671,645,810,033,560;7,882,843,111,705,530
11/02/2021;4,484,869,344,950,490;8,395,614,514,610,570;7,000,035,639,581,500
12/02/2021;4,781,596,175,554,310;8,906,290,452,435,950;66,187,179,918,887,800
13/02/2021;474,141,862,550,079;8,806,209,214,960,780;6,194,218,512,899,900
14/02/2021;4,694,129,208,582,350;8,744,250,176,870,770;5,531,238,164,933,810
15/02/2021;486,078,745,224,845;905,515,462,576,995;57,738,376,570,131,900
16/02/2021;47,898,487,027,633,100;8,923,452,209,382,780;6,106,185,579,376,270
17/02/2021;4,923,813,690,672,480;9,173,397,263,146,960;64,141,133,353,975,600
18/02/2021;521,436,788,446,198;971,516,568,847,578;684,787,391,314,286
19/02/2021;51,733,075,539,032,000;9,639,113,566,734,600;5,848,650,860,555,770
20/02/2021;5,603,872,775,892,980;10,441,899,003,515,800;7,139,723,519,683,820
21/02/2021;5,637,763,347,790,980;10,505,559,314,331,400;7,735,178,799,610,460
22/02/2021;576,693,035,269,179;10,753,803,373,579,100;6,122,327,221,096,270
23/02/2021;5,441,085,629,451,600;10,120,919,859,734,600;10,153,202,184,706,600
24/02/2021;48,691,894,831,704,400;9,041,338,014,445,270;11,668,960,792,581,400
25/02/2021;49,849,378,713,583,100;929,081,504,353,552;7,314,058,546,896,520
26/02/2021;46,992,665,450,048,400;8,758,839,322,524,400;6,035,538,127,554,540
27/02/2021;4,655,148,747,675,470;8,690,706,142,478,620;743,571,974,637,094
28/02/2021;4,665,352,639,939,580;8,696,497,242,005,770;5,098,976,424,882,760
01/03/2021;44,970,163,459,946,700;8,383,076,145,851,930;5,967,958,892,708,050
